Day	Environment	Os	Campaign ID	Campaign Optimization	Campaign Type	Context IDs Eligible	Number of displays	Number of clicks	Criteo Revenue	Criteo Cost
2019-11-08	web	Unknown	194905	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2019-11-08	web	Mac OS	194905	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2019-10-21	other	Other	194905	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	2	0	0.0013631319999694823	0.0007681755590068188
2019-10-31	app	iOS	194905	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	0	0	0.0	0.0
2019-10-12	other	Other	194905	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	1	0	0.0007223740220069885	0.0004023776841479783
2019-10-15	web	Mac OS	194905	Conversion Optimization	LOWER FUNNEL CUSTOM	0-10	101984	281	160.36956015479197	94.96325607245255
2019-11-26	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	22644	257	41.74187607132643	22.636247133888638
2019-11-26	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	103433	668	158.9291854734737	84.53207972806487
2019-10-14	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7719	71	8.042424932064485	3.956695792268161
2019-10-10	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	31762	207	18.393822715610263	10.175442561478816
2019-11-29	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	19026	47	42.04302595209889	22.81076695545375
2019-11-08	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	14969	18	38.44999353225529	21.217390542786962
2020-01-12	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	13838	82	24.52999997138977	9.784668375459784
2020-01-12	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	651317	2106	631.6399991214275	588.5685416924899
2019-12-28	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	42916	267	32.17999926954508	26.067549452221456
2019-12-28	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1965	1	0.12999999523162842	2.82573161683029
2019-12-20	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7651	9	2.1199999898672104	8.782295811591347
2019-12-20	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	10830	61	14.97999994456768	5.228749301948609
2020-01-02	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	105014	735	203.31999950110912	47.42955167929764
2019-10-13	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	13316	95	13.058713630767539	7.344613961725933
2020-01-18	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3	0	0.0	0.013566002235068255
2020-01-22	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	72076	191	57.10000064969063	53.39205505020311
2020-01-22	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	245420	1164	350.6800047159195	145.4564982172394
2019-10-09	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	124345	561	139.81652520810252	82.88436798410103
2019-10-26	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	16867	144	14.29469885228947	7.74942258259057
2019-12-22	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6655	94	20.70999988913536	4.710156986196539
2019-11-06	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	8348	62	7.101363586425781	3.676568782149678
2020-01-11	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	88577	558	162.48999574780464	62.63410945517294
2020-01-11	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	593095	1893	552.2499860525131	503.10263970475876
2019-10-31	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	124407	803	124.92615339576173	65.37606978371508
2020-01-16	other	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0	0.0007507373078684032
2019-10-30	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	25181	73	27.83009209360927	16.114911313866518
2020-01-23	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	178661	932	265.67000809311867	69.55831544176144
2020-01-23	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	45489	187	52.89000156521797	24.47268408515746
2020-01-23	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	30056	17	5.000000178813934	39.00642349191327
2020-01-23	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	36184	197	55.85000163316727	17.177145082267128
2019-11-28	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	11280	215	26.549366573158647	14.212000994462551
2019-11-28	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	15820	48	25.551984743859617	14.557048055384886
2019-12-06	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2	0	0.0	0.0030595520071982464
2019-10-29	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6829	42	5.675743345715105	2.9177272450783507
2019-12-27	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	4785	50	5.400000065565109	2.2012304969796608
2019-11-14	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	17416	97	16.36133965089731	8.854512019472354
2019-10-27	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	143428	559	158.18089438992925	91.61181309237513
2020-01-26	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	72046	280	87.52000170946121	35.149043734553565
2020-01-04	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2	0	0.0	0.005702028987085717
2019-12-29	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3720	9	1.1399999633431435	2.4930943921116864
2020-01-16	other	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3	0	0.0	0.0022968987733943394
2019-10-17	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2487	18	2.37355715960823	1.2426785506677545
2019-12-18	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	8395	58	16.95076785713434	4.390256349444127
2020-01-06	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	57426	403	71.43999969959259	28.69452994642321
2019-10-08	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	52474	434	50.7525033471547	26.635931399064052
2019-10-08	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	8131	7	19.63069828594848	10.695676711678853
2019-10-18	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	49934	217	21.20611837472208	11.719956018715834
2019-12-27	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3510	59	6.460000075399876	2.8362054880238023
2019-12-16	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6857	4	0.9000000059604645	8.408412515927195
2019-11-10	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	23757	145	23.767223276982083	12.955755906963896
2019-12-02	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	19580	241	40.56985729951039	21.680111369091414
2019-11-30	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	193380	732	405.02075006381415	226.93740535528647
2019-10-21	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	5388	3	11.777697195352987	6.618908744652128
2020-01-13	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	77072	320	90.5600013434887	49.21358345430492
2019-10-18	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	13082	46	13.457793532472106	7.9375640921596675
2019-11-15	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	294251	1047	374.37734733396957	211.11023931329663
2019-11-20	other	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	4	0	0.009789054155349732	0.005375472635873348
2020-01-07	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	46230	123	23.52000018954277	23.48193556131414
2019-10-15	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	12092	37	12.828413895273581	7.435984879332533
2020-01-28	other	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0	0.001966663697778257
2019-11-05	other	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	58	0	0.013671019956469535	0.004177921750664431
2019-10-25	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	86458	578	88.43197704778774	45.365419986929524
2019-10-20	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	15006	53	19.195614972006524	11.41689518582189
2019-11-24	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	19184	118	24.79883224849589	13.892235280147654
2020-01-16	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	259738	1501	428.8600063920021	170.58457496292874
2019-10-10	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	11502	68	10.342651209292933	5.5863556760968045
2019-11-21	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	20438	131	23.495587234510104	12.948514712957763
2019-11-08	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	23612	333	26.85137082313001	14.44455103574434
2019-11-08	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	46953	555	42.64519709507189	23.240785972268597
2019-12-21	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	5786	79	17.540000095963478	3.8237688258674822
2019-12-15	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	85810	422	63.30000251531601	60.378639459538384
2020-01-12	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	487329	2555	764.3799984455109	367.3075814984044
2019-12-28	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6337	47	5.8999998196959496	2.7146181090793116
2019-12-28	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	687	2	0.25999999046325684	0.2501749083029172
2020-01-02	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	21779	91	25.44999997317791	11.266676258667687
2020-01-27	other	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0	0.00030386987539215185
2020-01-24	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	25484	142	36.33000069856644	10.208277386521964
2020-01-22	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	54954	246	74.63000112771988	28.79149186412882
2020-01-22	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	46922	210	64.3900009393692	21.05719720390986
2019-12-22	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	4082	3	0.6599999964237213	4.950464323022844
2019-10-31	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	21796	180	17.97474568235036	9.631608223301933
2019-11-02	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7012	46	6.234444792652503	3.1212348738201268
2019-12-26	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1493	20	2.800000011920929	0.529153690039961
2019-12-05	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2987	9	16.199999570846558	2.3038855286751905
2019-12-06	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1840	12	12.0	1.3410690852915481
2019-12-06	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7094	55	55.0	5.53463400110103
2019-10-29	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	252527	908	253.60570802168735	146.40172535186102
2019-11-14	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7797	52	7.899183022925628	4.050576187891469
2019-10-27	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	75107	473	37.09085903290287	20.15045385835479
2019-10-23	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	5325	40	4.220636703969911	2.1850462489592504
2020-01-15	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	46320	217	61.55000138282776	22.935548701903187
2020-01-15	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	116480	1102	312.7900070846081	101.9840270844974
2019-11-13	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	117646	851	128.75643384849946	65.94283849601946
2019-11-13	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	24984	351	31.9545437646769	17.210668379234768
2019-12-29	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3036	50	5.689999930560589	2.713115427072183
2019-12-03	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	22508	317	370.11765917838744	21.49890726544034
2020-01-06	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	215873	1148	201.51999881863594	107.39318960056224
2020-01-14	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	563739	1700	457.51000130176544	453.67014560349514
2020-01-14	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	38011	15	4.020000010728836	68.98735518728225
2020-01-01	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	69010	399	199.5	42.77633936504893
2019-12-05	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2	0	0.0	0.008140593750883681
2019-10-18	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	10344	71	9.177539052039386	5.055623754673814
2019-12-07	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	5298	35	21.000000834465027	4.3933560299180705
2019-12-16	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	12409	43	8.550000131130219	8.804476005975788
2019-12-12	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6494	21	8.400000125169754	6.006780772904631
2019-11-05	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6134	25	5.267158816197888	2.613501882228297
2019-10-24	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	79167	561	73.86087027259263	38.05512873981376
2020-01-07	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	42179	160	31.160000264644623	17.895006704691824
2020-01-17	other	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2	0	0.0	0.014371257203760368
2020-01-13	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	138051	1312	373.93000553548336	140.0795489523752
2019-12-10	other	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0	0.002258240774971304
2020-01-25	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	24311	17	5.060000121593475	31.124135858758212
2020-01-05	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	59581	261	42.84000040590763	26.021917457673073
2019-11-23	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7276	60	9.26344152036123	4.821543045695797
2019-11-04	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	277234	943	296.749258741621	170.70432327831082
2019-12-17	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6084	11	9.930278476685286	7.1303021209724164
2019-12-04	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2312	0	0.0	6.368832533476866
2020-01-20	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3	0	0.0	0.003539190283621995
2019-11-04	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	16782	6	45.39383311589063	23.92263173479528
2019-10-22	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	14643	45	14.944869807489221	8.957932117390891
2019-10-22	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3956	18	3.585138167463243	1.9049323570163144
2019-10-15	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	9765	2	17.804103888027374	9.486179165619305
2019-10-14	other	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.002051872968673706	0.0011431184270690445
2019-10-28	other	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2	0	0.0042647688388824465	0.002386831288802117
2019-11-24	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	26102	216	33.8477710867934	18.402074209548537
2019-11-20	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	13425	13	40.268669644607236	22.158433025237283
2020-01-16	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	5	0	0.0	0.005693091539885299
2020-01-27	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	245862	1084	284.26000052690506	80.55635918295016
2020-01-21	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	260176	1254	338.49000588059425	157.7797465978409
2020-01-21	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	9511	39	10.450000166893005	5.4887564701280045
2020-01-21	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	42508	263	71.81000143289566	22.67555536739959
2019-10-19	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	129756	441	130.02132214354356	75.48154114048882
2019-12-15	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	9863	37	5.550000220537186	6.361081147389291
2019-12-15	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6175	3	0.45000001788139343	8.37001110969683
2019-11-12	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	110357	754	119.6513537007421	60.17060083486868
2019-12-28	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	4512	9	1.0199999883770943	2.651257357155816
2019-12-28	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6579	36	4.3199999034404755	3.276737339187311
2019-12-20	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	16242	142	34.9399998486042	8.20535044073657
2020-01-02	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	33060	501	142.10999987274408	22.411181380312893
2019-10-13	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	10810	114	11.18140801225789	6.114175346245927
2019-11-16	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	268233	1061	354.8015844918396	204.28373945090604
2020-01-11	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	85167	397	114.77999711036682	55.7563897603367
2019-11-09	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	21946	147	22.828564979005606	12.525993351135867
2019-10-11	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	50348	359	26.34854967864603	14.433177242500639
2020-01-17	other	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0	0.0014210385498065969
2019-12-23	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	10866	67	10.280000075697899	4.997230780655654
2020-01-30	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	510191	1573	426.2800064533949	326.3780380839787
2019-10-17	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	6442	49	6.5999273333717134	3.5987215344854944
2019-12-09	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	8756	67	23.100000619888306	6.540597813176029
2019-12-09	app	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	10409	177	61.30000162124634	12.215702712571638
2019-11-19	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	9543	43	12.91147089683637	5.1678472625628435
2020-01-09	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	31799	51	12.700000166893005	44.21806619703526
2019-12-01	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	16435	39	35.29014675084129	20.098042854541834
2020-01-21	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	63181	160	42.00000047683716	46.18728452296136
2020-01-19	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	76109	339	106.19000262022018	44.19197957507263
2020-01-19	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	38106	20	6.280000180006027	54.52747375781615
2019-11-07	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	23976	239	26.668529699412172	14.341431533376948
2019-11-18	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	28690	73	37.443091915637254	21.964894003975687
2020-01-26	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	58706	258	81.58000147342682	22.00857237361373
2019-11-25	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	21422	119	31.210186099091544	17.65584134142084
2020-01-15	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0	0.001126105988437981
2020-01-04	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	173442	1156	223.20000118017197	83.00730427560515
2019-11-13	other	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.00014855800569057464	8.103728036761991e-05
2020-01-16	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	8797	46	13.160000205039978	5.230397729109704
2019-11-17	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	26754	86	40.99380940810032	24.35426070923676
2019-11-17	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	40549	395	45.54113483032491	24.651474872008176
2019-12-31	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	4551	44	11.000000409781933	2.013286289076106
2020-01-03	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	31805	97	23.27999947965145	17.100102962385808
2020-01-25	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	254831	1288	389.8100061714649	133.63849129580888
2019-12-19	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	109947	516	139.82000184059143	73.13573501490617
2019-12-25	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7696	68	15.800000071525574	3.977646955998879
2019-12-18	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	2962	25	7.250000238418579	1.5128095449121801
2019-12-12	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7232	5	2.0000000298023224	11.934023708472385
2019-12-12	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3076	23	9.200000137090683	2.3795659497652073
2019-10-09	web	Unknown	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	5126	34	4.718937170740216	2.5140985818667265
2019-11-30	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	17607	59	43.48919793561846	22.17451101655949
2019-12-14	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	11911	80	12.000000476837158	5.983587929723076
2019-12-14	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	53664	393	58.95000234246254	31.878689051502135
2019-12-24	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	3086	3	0.42000000178813934	3.3443009511616615
2019-12-22	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0	0.0007557821738396461
2019-11-28	other	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	1	0	0.0023739008903503416	0.0012965964858819186
2019-12-16	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	45322	290	64.9000004529953	24.62587623321089
2019-11-04	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	27090	81	29.327752927647907	16.863818169090937
2019-10-07	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	13550	7	32.88810617119633	17.727762288974464
2019-12-17	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	7505	37	6.413590213403106	3.5320286121877844
2019-12-17	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	101977	515	116.72502258880998	67.84003230681046
2019-10-22	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	134579	560	146.18138819235566	86.30995760293303
2020-01-27	app	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	48670	261	68.70000013709068	20.82740762024266
2019-11-21	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	295611	1377	445.4502585688374	253.44934831935385
2019-11-21	web	Mac OS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	27168	89	37.519135744044554	21.189109371451902
2019-12-21	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	23214	153	34.61000016331673	11.03282418817295
2019-12-20	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	42782	310	75.53999984264374	20.720868520358696
2019-10-13	web	Other	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	10321	5	23.64524186101742	12.596018617519201
2019-12-13	web	Android	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	45001	300	45.00000178813934	28.535440711798124
2019-10-26	web	iOS	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	15481	82	14.259949018135666	7.761171366744918
2019-11-27	web	Windows	113890	Conversion Optimization	LOWER FUNNEL CUSTOM	0-6,10	368783	1281	610.2469822897801	346.92825915955746
